ClientID,ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,Date,STATUS,QTR_ID,MONTH_ID,PRODUCTLINE,MSRP,PRODUCTCODE,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE
GFB0364,10106,31,100,7,3312.97,2017/2/17,Shipped,1,2,Planes,91,S700_1691,Rovelli,Giovanni,Medium
GFB0364,10106,30,100,16,3177.3,2017/2/17,Shipped,1,2,Ships,90,S700_2047,Rovelli,Giovanni,Medium
GFB0364,10106,34,100,9,3763.46,2017/2/17,Shipped,1,2,Planes,99,S700_2466,Rovelli,Giovanni,Medium
GFB0364,10106,32,100,1,3986.56,2017/2/17,Shipped,1,2,Planes,118,S700_2834,Rovelli,Giovanni,Medium
GFB0364,10106,44,74.4,8,3273.6,2017/2/17,Shipped,1,2,Planes,80,S700_3167,Rovelli,Giovanni,Medium
GFB0364,10106,48,61.44,10,2949.12,2017/2/17,Shipped,1,2,Planes,74,S700_4002,Rovelli,Giovanni,Small
GFB0364,10106,48,52.64,15,2526.72,2017/2/17,Shipped,1,2,Planes,49,S72_1253,Rovelli,Giovanni,Small
74I0578,10107,30,95.7,2,2871,2017/2/24,Shipped,1,2,Motorcycles,95,S10_1678,Yu,Kwai,Small
74I0578,10107,39,99.91,5,3896.49,2017/2/24,Shipped,1,2,Motorcycles,118,S10_2016,Yu,Kwai,Medium
74I0578,10107,27,100,4,6065.55,2017/2/24,Shipped,1,2,Motorcycles,193,S10_4698,Yu,Kwai,Medium
74I0578,10107,21,100,1,3036.6,2017/2/24,Shipped,1,2,Motorcycles,150,S12_2823,Yu,Kwai,Medium
74I0578,10107,29,70.87,6,2055.23,2017/2/24,Shipped,1,2,Motorcycles,60,S18_2625,Yu,Kwai,Small
74I0578,10107,25,100,3,2845.75,2017/2/24,Shipped,1,2,Motorcycles,112,S24_1578,Yu,Kwai,Small
74I0578,10107,38,83.03,7,3155.14,2017/2/24,Shipped,1,2,Motorcycles,76,S24_2000,Yu,Kwai,Medium
74I0578,10107,20,92.9,8,1858,2017/2/24,Shipped,1,2,Motorcycles,99,S32_1374,Yu,Kwai,Small
HTS0667,10108,33,100,6,5265.15,2017/3/3,Shipped,1,3,Classic Cars,194,S12_1099,Cruz,Arnold,Medium
HTS0667,10108,45,100,4,6130.35,2017/3/3,Shipped,1,3,Classic Cars,117,S12_3380,Cruz,Arnold,Medium
HTS0667,10108,39,89.38,7,3485.82,2017/3/3,Shipped,1,3,Classic Cars,79,S12_3990,Cruz,Arnold,Medium
HTS0667,10108,36,100,3,3731.04,2017/3/3,Shipped,1,3,Classic Cars,115,S12_4675,Cruz,Arnold,Medium
HTS0667,10108,38,82.39,2,3130.82,2017/3/3,Shipped,1,3,Classic Cars,77,S18_1889,Cruz,Arnold,Medium
HTS0667,10108,26,68.35,9,1777.1,2017/3/3,Shipped,1,3,Classic Cars,80,S18_3278,Cruz,Arnold,Small
HTS0667,10108,29,100,8,4049.56,2017/3/3,Shipped,1,3,Classic Cars,146,S18_3482,Cruz,Arnold,Medium
HTS0667,10108,43,67.77,12,2914.11,2017/3/3,Shipped,1,3,Motorcycles,62,S18_3782,Cruz,Arnold,Small
HTS0667,10108,44,100,11,5565.12,2017/3/3,Shipped,1,3,Classic Cars,148,S18_4721,Cruz,Arnold,Medium
HTS0667,10108,35,58.87,15,2060.45,2017/3/3,Shipped,1,3,Motorcycles,69,S24_2360,Cruz,Arnold,Small
HTS0667,10108,30,63.07,5,1892.1,2017/3/3,Shipped,1,3,Classic Cars,61,S24_3371,Cruz,Arnold,Small
HTS0667,10108,40,100,1,5448.8,2017/3/3,Shipped,1,3,Classic Cars,140,S24_3856,Cruz,Arnold,Medium
HTS0667,10108,31,68.71,10,2130.01,2017/3/3,Shipped,1,3,Classic Cars,80,S24_4620,Cruz,Arnold,Small
HTS0667,10108,27,43.45,13,1173.15,2017/3/3,Shipped,1,3,Motorcycles,40,S32_2206,Cruz,Arnold,Small
HTS0667,10108,31,100,16,3669.78,2017/3/3,Shipped,1,3,Motorcycles,102,S32_4485,Cruz,Arnold,Medium
HTS0667,10108,34,82.99,14,2821.66,2017/3/3,Shipped,1,3,Motorcycles,81,S50_4713,Cruz,Arnold,Small
BKQ0721,10109,26,100,4,4379.18,2017/3/10,Shipped,1,3,Classic Cars,141,S18_1129,Hernandez,Rosa,Medium
BKQ0721,10109,38,100,3,4432.7,2017/3/10,Shipped,1,3,Classic Cars,142,S18_1984,Hernandez,Rosa,Medium
BKQ0721,10109,26,100,1,3157.44,2017/3/10,Shipped,1,3,Classic Cars,132,S18_2870,Hernandez,Rosa,Medium
BKQ0721,10109,46,100,5,8257,2017/3/10,Shipped,1,3,Classic Cars,169,S18_3232,Hernandez,Rosa,Large
BKQ0721,10109,47,100,2,6241.6,2017/3/10,Shipped,1,3,Classic Cars,141,S18_3685,Hernandez,Rosa,Medium
BKQ0721,10109,29,32.1,6,930.9,2017/3/10,Shipped,1,3,Classic Cars,37,S24_2972,Hernandez,Rosa,Small
P2R0996,10110,37,100,16,5433.08,2017/3/18,Shipped,1,3,Classic Cars,124,S18_1589,Ashworth,Victoria,Medium
P2R0996,10110,42,100,7,6069,2017/3/18,Shipped,1,3,Vintage Cars,170,S18_1749,Ashworth,Victoria,Medium
P2R0996,10110,32,50.25,6,1608,2017/3/18,Shipped,1,3,Vintage Cars,60,S18_2248,Ashworth,Victoria,Small
P2R0996,10110,33,100,4,3859.68,2017/3/18,Shipped,1,3,Vintage Cars,127,S18_2325,Ashworth,Victoria,Medium
P2R0996,10110,31,100,1,5074.39,2017/3/18,Shipped,1,3,Vintage Cars,168,S18_2795,Ashworth,Victoria,Medium
P2R0996,10110,28,89.27,8,2499.56,2017/3/18,Shipped,1,3,Vintage Cars,92,S18_4409,Ashworth,Victoria,Small
P2R0996,10110,42,61.29,9,2574.18,2017/3/18,Shipped,1,3,Classic Cars,71,S18_4933,Ashworth,Victoria,Small
P2R0996,10110,36,85.25,13,3069,2017/3/18,Shipped,1,3,Classic Cars,73,S24_1046,Ashworth,Victoria,Medium
P2R0996,10110,29,59.37,15,1721.73,2017/3/18,Shipped,1,3,Classic Cars,50,S24_1628,Ashworth,Victoria,Small
P2R0996,10110,20,35.51,3,710.2,2017/3/18,Shipped,1,3,Vintage Cars,33,S24_1937,Ashworth,Victoria,Small
P2R0996,10110,39,44.35,2,1729.65,2017/3/18,Shipped,1,3,Vintage Cars,44,S24_2022,Ashworth,Victoria,Small
P2R0996,10110,43,78.15,11,3360.45,2017/3/18,Shipped,1,3,Classic Cars,90,S24_2766,Ashworth,Victoria,Medium
P2R0996,10110,46,100,10,5942.28,2017/3/18,Shipped,1,3,Classic Cars,117,S24_2887,Ashworth,Victoria,Medium
P2R0996,10110,27,73.62,12,1987.74,2017/3/18,Shipped,1,3,Classic Cars,85,S24_3191,Ashworth,Victoria,Small
P2R0996,10110,37,100,14,3724.42,2017/3/18,Shipped,1,3,Classic Cars,107,S24_3432,Ashworth,Victoria,Medium
P2R0996,10110,48,34.47,5,1654.56,2017/3/18,Shipped,1,3,Vintage Cars,41,S24_3969,Ashworth,Victoria,Small
HBW0593,10112,29,100,1,7209.11,2017/3/24,Shipped,1,3,Classic Cars,214,S10_1949,Berglund,Christina,Large
HBW0593,10112,23,100,2,2539.89,2017/3/24,Shipped,1,3,Vintage Cars,101,S18_2949,Berglund,Christina,Small
1UU0808,10111,33,99.66,6,3288.78,2017/3/25,Shipped,1,3,Vintage Cars,102,S18_1342,Murphy,Julie,Medium
1UU0808,10111,48,49.06,5,2354.88,2017/3/25,Shipped,1,3,Vintage Cars,53,S18_1367,Murphy,Julie,Small
1UU0808,10111,28,64.33,2,1801.24,2017/3/25,Shipped,1,3,Vintage Cars,62,S18_2957,Murphy,Julie,Small
1UU0808,10111,43,100,1,4818.15,2017/3/25,Shipped,1,3,Vintage Cars,104,S18_3136,Murphy,Julie,Medium
1UU0808,10111,39,100,4,4178.85,2017/3/25,Shipped,1,3,Vintage Cars,99,S18_3320,Murphy,Julie,Medium
1UU0808,10111,26,86.68,3,2253.68,2017/3/25,Shipped,1,3,Vintage Cars,97,S24_4258,Murphy,Julie,Small
IXU0277,10113,21,100,2,3415.44,2017/3/26,Shipped,1,3,Trucks and Buses,136,S12_1666,Nelson,Valarie,Medium
IXU0277,10113,49,100,4,4916.66,2017/3/26,Shipped,1,3,Trucks and Buses,116,S18_1097,Nelson,Valarie,Medium
IXU0277,10113,50,49.81,3,2490.5,2017/3/26,Shipped,1,3,Vintage Cars,50,S18_4668,Nelson,Valarie,Small
IXU0277,10113,23,68.52,1,1575.96,2017/3/26,Shipped,1,3,Trucks and Buses,64,S32_3522,Nelson,Valarie,Small
K6R0992,10114,31,100,8,4305.28,2017/4/1,Shipped,2,4,Classic Cars,147,S10_4962,Bertrand,Marie,Medium
K6R0992,10114,39,100,3,4164.42,2017/4/1,Shipped,2,4,Trucks and Buses,122,S18_2319,Bertrand,Marie,Medium
K6R0992,10114,45,68.67,6,3090.15,2017/4/1,Shipped,2,4,Trucks and Buses,60,S18_2432,Bertrand,Marie,Medium
K6R0992,10114,48,100,4,8209.44,2017/4/1,Shipped,2,4,Classic Cars,169,S18_3232,Bertrand,Marie,Large
K6R0992,10114,41,100,9,4815.45,2017/4/1,Shipped,2,4,Trucks and Buses,121,S18_4600,Bertrand,Marie,Medium
K6R0992,10114,21,100,5,2925.09,2017/4/1,Shipped,2,4,Trucks and Buses,127,S24_2300,Bertrand,Marie,Small
K6R0992,10114,24,30.06,1,721.44,2017/4/1,Shipped,2,4,Classic Cars,35,S24_2840,Bertrand,Marie,Small
K6R0992,10114,32,100,7,3667.52,2017/4/1,Shipped,2,4,Trucks and Buses,96,S32_1268,Bertrand,Marie,Medium
K6R0992,10114,28,55.73,2,1560.44,2017/4/1,Shipped,2,4,Trucks and Buses,54,S32_2509,Bertrand,Marie,Small
K6R0992,10114,42,100,10,4758.18,2017/4/1,Shipped,2,4,Classic Cars,101,S700_2824,Bertrand,Marie,Medium
LEI0261,10115,46,100,5,5723.78,2017/4/4,Shipped,2,4,Trucks and Buses,118,S12_4473,Hernandez,Maria,Medium
LEI0261,10115,46,100,4,7381.16,2017/4/4,Shipped,2,4,Classic Cars,163,S18_2238,Hernandez,Maria,Large
LEI0261,10115,47,69.36,2,3259.92,2017/4/4,Shipped,2,4,Classic Cars,57,S24_1444,Hernandez,Maria,Medium
LEI0261,10115,44,100,1,5568.64,2017/4/4,Shipped,2,4,Classic Cars,118,S24_4048,Hernandez,Maria,Medium
LEI0261,10115,27,100,3,2843.91,2017/4/4,Shipped,2,4,Trucks and Buses,115,S50_1392,Hernandez,Maria,Small
PXJ0151,10116,27,63.38,1,1711.26,2017/4/11,Shipped,2,4,Trains,62,S32_3207,Cartrain,Pascale,Small
5IV0689,10117,33,100,9,6034.38,2017/4/16,Shipped,2,4,Classic Cars,207,S12_1108,Natividad,Eric,Medium
5IV0689,10117,43,100,10,5911.64,2017/4/16,Shipped,2,4,Classic Cars,151,S12_3148,Natividad,Eric,Medium
5IV0689,10117,39,100,8,5938.14,2017/4/16,Shipped,2,4,Classic Cars,173,S12_3891,Natividad,Eric,Medium
5IV0689,10117,26,100,5,3551.34,2017/4/16,Shipped,2,4,Vintage Cars,136,S18_3140,Natividad,Eric,Medium
5IV0689,10117,21,95.8,7,2011.8,2017/4/16,Shipped,2,4,Trains,100,S18_3259,Natividad,Eric,Small
5IV0689,10117,22,100,12,2780.58,2017/4/16,Shipped,2,4,Classic Cars,143,S18_4027,Natividad,Eric,Small
5IV0689,10117,23,97.42,4,2240.66,2017/4/16,Shipped,2,4,Vintage Cars,87,S18_4522,Natividad,Eric,Small
5IV0689,10117,41,100,3,5189.78,2017/4/16,Shipped,2,4,Ships,122,S24_2011,Natividad,Eric,Medium
5IV0689,10117,21,49.21,11,1033.41,2017/4/16,Shipped,2,4,Trains,58,S50_1514,Natividad,Eric,Small
5IV0689,10117,38,79.68,6,3027.84,2017/4/16,Shipped,2,4,Ships,86,S700_1938,Natividad,Eric,Medium
5IV0689,10117,45,83.42,1,3753.9,2017/4/16,Shipped,2,4,Ships,99,S700_3962,Natividad,Eric,Medium
5IV0689,10117,50,43.68,2,2184,2017/4/16,Shipped,2,4,Ships,54,S72_3212,Natividad,Eric,Small
FZL0561,10118,36,100,1,4219.2,2017/4/21,Shipped,2,4,Ships,100,S700_3505,Saavedra,Eduardo,Medium
IGA0055,10119,46,100,11,5004.8,2017/4/28,Shipped,2,4,Classic Cars,136,S10_4757,Pipps,Georg,Medium
IGA0055,10119,43,100,3,6916.12,2017/4/28,Shipped,2,4,Planes,157,S18_1662,Pipps,Georg,Medium
IGA0055,10119,21,89.46,9,1878.66,2017/4/28,Shipped,2,4,Ships,86,S18_3029,Pipps,Georg,Small
IGA0055,10119,27,99.52,8,2687.04,2017/4/28,Shipped,2,4,Vintage Cars,105,S18_3856,Pipps,Georg,Small
IGA0055,10119,41,59.6,4,2443.6,2017/4/28,Shipped,2,4,Planes,68,S24_2841,Pipps,Georg,Small
IGA0055,10119,35,87.62,13,3066.7,2017/4/28,Shipped,2,4,Vintage Cars,88,S24_3151,Pipps,Georg,Medium
IGA0055,10119,20,72.98,5,1459.6,2017/4/28,Shipped,2,4,Vintage Cars,65,S24_3420,Pipps,Georg,Small
IGA0055,10119,35,90.57,10,3169.95,2017/4/28,Shipped,2,4,Vintage Cars,83,S24_3816,Pipps,Georg,Medium
IGA0055,10119,28,70.29,2,1968.12,2017/4/28,Shipped,2,4,Planes,68,S24_3949,Pipps,Georg,Small
IGA0055,10119,25,76.67,14,1916.75,2017/4/28,Shipped,2,4,Ships,66,S700_1138,Pipps,Georg,Small
IGA0055,10119,29,94.14,7,2730.06,2017/4/28,Shipped,2,4,Ships,90,S700_2047,Pipps,Georg,Small
IGA0055,10119,38,65.77,12,2499.26,2017/4/28,Shipped,2,4,Ships,72,S700_2610,Pipps,Georg,Small
IGA0055,10119,26,59.22,1,1539.72,2017/4/28,Shipped,2,4,Planes,74,S700_4002,Pipps,Georg,Small
IGA0055,10119,28,48.17,6,1348.76,2017/4/28,Shipped,2,4,Planes,49,S72_1253,Pipps,Georg,Small
USS0729,10120,29,96.34,3,2793.86,2017/4/29,Shipped,2,4,Motorcycles,118,S10_2016,Ferguson,Peter,Small
USS0729,10120,46,100,2,9264.86,2017/4/29,Shipped,2,4,Motorcycles,193,S10_4698,Ferguson,Peter,Large
USS0729,10120,29,71.81,8,2082.49,2017/4/29,Shipped,2,4,Planes,84,S18_2581,Ferguson,Peter,Small
USS0729,10120,46,58.15,4,2674.9,2017/4/29,Shipped,2,4,Motorcycles,60,S18_2625,Ferguson,Peter,Small
USS0729,10120,35,98.05,1,3431.75,2017/4/29,Shipped,2,4,Motorcycles,112,S24_1578,Ferguson,Peter,Medium
USS0729,10120,39,100,10,4651.53,2017/4/29,Shipped,2,4,Planes,109,S24_1785,Ferguson,Peter,Medium
USS0729,10120,34,83.79,5,2848.86,2017/4/29,Shipped,2,4,Motorcycles,76,S24_2000,Ferguson,Peter,Small
USS0729,10120,29,85.49,9,2479.21,2017/4/29,Shipped,2,4,Planes,72,S24_4278,Ferguson,Peter,Small
USS0729,10120,22,100,6,2461.36,2017/4/29,Shipped,2,4,Motorcycles,99,S32_1374,Ferguson,Peter,Small
USS0729,10120,29,72.23,11,2094.67,2017/4/29,Shipped,2,4,Vintage Cars,68,S32_4289,Ferguson,Peter,Small
USS0729,10120,49,50.62,12,2480.38,2017/4/29,Shipped,2,4,Vintage Cars,43,S50_1341,Ferguson,Peter,Small
USS0729,10120,47,82.21,13,3863.87,2017/4/29,Shipped,2,4,Planes,91,S700_1691,Ferguson,Peter,Medium
USS0729,10120,24,100,15,2584.8,2017/4/29,Shipped,2,4,Planes,99,S700_2466,Ferguson,Peter,Small
USS0729,10120,24,100,7,3417.12,2017/4/29,Shipped,2,4,Planes,118,S700_2834,Ferguson,Peter,Medium
USS0729,10120,43,76,14,3268,2017/4/29,Shipped,2,4,Planes,80,S700_3167,Ferguson,Peter,Medium
LYY0809,10121,34,81.35,5,2765.9,2017/5/7,Shipped,2,5,Motorcycles,95,S10_1678,Henriot,Paul,Small
LYY0809,10121,50,100,4,8284,2017/5/7,Shipped,2,5,Motorcycles,150,S12_2823,Henriot,Paul,Large
LYY0809,10121,32,76.88,2,2460.16,2017/5/7,Shipped,2,5,Motorcycles,69,S24_2360,Henriot,Paul,Small
LYY0809,10121,25,86.74,3,2168.5,2017/5/7,Shipped,2,5,Motorcycles,102,S32_4485,Henriot,Paul,Small
LYY0809,10121,44,74.85,1,3293.4,2017/5/7,Shipped,2,5,Motorcycles,81,S50_4713,Henriot,Paul,Medium
TYO0529,10122,42,100,10,7599.9,2017/5/8,Shipped,2,5,Classic Cars,194,S12_1099,Lebihan,Laurence,Large
TYO0529,10122,37,99.82,8,3693.34,2017/5/8,Shipped,2,5,Classic Cars,117,S12_3380,Lebihan,Laurence,Medium
TYO0529,10122,32,63.84,11,2042.88,2017/5/8,Shipped,2,5,Classic Cars,79,S12_3990,Lebihan,Laurence,Small
TYO0529,10122,20,100,7,2142,2017/5/8,Shipped,2,5,Classic Cars,115,S12_4675,Lebihan,Laurence,Small
TYO0529,10122,34,100,2,5004.8,2017/5/8,Shipped,2,5,Classic Cars,141,S18_1129,Lebihan,Laurence,Medium
TYO0529,10122,43,72.38,6,3112.34,2017/5/8,Shipped,2,5,Classic Cars,77,S18_1889,Lebihan,Laurence,Medium
TYO0529,10122,31,100,1,4100.99,2017/5/8,Shipped,2,5,Classic Cars,142,S18_1984,Lebihan,Laurence,Medium
TYO0529,10122,25,100,3,3598.5,2017/5/8,Shipped,2,5,Classic Cars,169,S18_3232,Lebihan,Laurence,Medium
TYO0529,10122,21,73.17,13,1536.57,2017/5/8,Shipped,2,5,Classic Cars,80,S18_3278,Lebihan,Laurence,Small
TYO0529,10122,21,100,12,2469.39,2017/5/8,Shipped,2,5,Classic Cars,146,S18_3482,Lebihan,Laurence,Small
TYO0529,10122,35,49.74,16,1740.9,2017/5/8,Shipped,2,5,Motorcycles,62,S18_3782,Lebihan,Laurence,Small
TYO0529,10122,28,100,15,3583.16,2017/5/8,Shipped,2,5,Classic Cars,148,S18_4721,Lebihan,Laurence,Medium
TYO0529,10122,39,30.96,4,1207.44,2017/5/8,Shipped,2,5,Classic Cars,37,S24_2972,Lebihan,Laurence,Small
TYO0529,10122,34,50.21,9,1707.14,2017/5/8,Shipped,2,5,Classic Cars,61,S24_3371,Lebihan,Laurence,Small
TYO0529,10122,43,100,5,5494.97,2017/5/8,Shipped,2,5,Classic Cars,140,S24_3856,Lebihan,Laurence,Medium
TYO0529,10122,29,71.14,14,2063.06,2017/5/8,Shipped,2,5,Classic Cars,80,S24_4620,Lebihan,Laurence,Small
TYO0529,10122,31,44.66,17,1384.46,2017/5/8,Shipped,2,5,Motorcycles,40,S32_2206,Lebihan,Laurence,Small
